pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
675;Pangoro;fighting;dark;95;78;124;71;69;58;495;65;70;1000000;2.11;136;TRUE;50;0;6;Daunting;White;bipedal_tailless;FALSE;Field;Human-Like;6400;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;['Iron Fist', 'Mold Breaker', 'Scrappy'];Iron Fist;Mold Breaker;Scrappy;;;
676;Furfrou;normal;;75;60;80;90;65;102;472;160;70;1000000;1.19;28;TRUE;50;0;6;Poodle;White;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Fur Coat'];Fur Coat;;;;;
677;Espurr;psychic;;62;54;48;60;63;68;355;190;70;1000000;0.3;3.5;TRUE;50;0;6;Restraint;Grey;bipedal_tailed;FALSE;Field;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Keen Eye', 'Infiltrator', 'Own Tempo'];Keen Eye;Infiltrator;Own Tempo;;;
678;Meowstic;psychic;;74;76;48;81;83;104;466;75;70;1000000;0.61;8.5;TRUE;50;0;6;Constraint;White;bipedal_tailed;FALSE;Field;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive'];Keen Eye;Infiltrator;Prankster;Competitive;;
679;Honedge;steel;ghost;45;100;80;37;35;28;325;180;70;1000000;0.79;2;TRUE;50;0;6;Sword;Brown;head_base;FALSE;Mineral;;5120;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;['No Guard'];No Guard;;;;;
680;Doublade;steel;ghost;59;150;110;49;45;35;448;90;70;1000000;0.84;4.5;TRUE;50;0;6;Sword;Brown;multiple_bodies;FALSE;Mineral;;5120;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;['No Guard'];No Guard;;;;;
681;Aegislash;steel;ghost;60;50;150;50;150;60;520;45;70;1000000;1.7;53;TRUE;50;0;6;Royal Sword;Brown;head_base;FALSE;Mineral;;5120;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;['Stance Change'];Stance Change;;;;;
682;Spritzee;fairy;;78;60;52;65;63;23;341;200;70;1000000;0.2;0.5;TRUE;50;0;6;Perfume;Pink;head_arms;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Healer', 'Aroma Veil'];Healer;Aroma Veil;;;;
683;Aromatisse;fairy;;101;72;72;89;99;29;462;140;70;1000000;0.79;15.5;TRUE;50;0;6;Fragrance;Pink;bipedal_tailless;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Healer', 'Aroma Veil'];Healer;Aroma Veil;;;;
684;Swirlix;fairy;;62;66;48;57;59;49;341;200;70;1000000;0.41;3.5;TRUE;50;0;6;Cotton Candy;White;head_legs;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Sweet Veil', 'Unburden'];Sweet Veil;Unburden;;;;
685;Slurpuff;fairy;;82;86;80;75;85;72;480;140;70;1000000;0.79;5;TRUE;50;0;6;Meringue;White;bipedal_tailless;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Sweet Veil', 'Unburden'];Sweet Veil;Unburden;;;;
686;Inkay;dark;psychic;53;53;54;46;37;45;288;190;70;1000000;0.41;3.5;TRUE;50;0;6;Revolving;Blue;several_limbs;FALSE;Water_1;Water_2;5120;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;['Contrary', 'Suction Cups', 'Infiltrator'];Contrary;Suction Cups;Infiltrator;;;
687;Malamar;dark;psychic;86;88;92;75;68;73;482;80;70;1000000;1.5;47;TRUE;50;0;6;Overturning;Blue;head_base;FALSE;Water_1;Water_2;5120;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;['Contrary', 'Suction Cups', 'Infiltrator'];Contrary;Suction Cups;Infiltrator;;;
688;Binacle;rock;water;42;67;52;56;39;50;306;120;70;1000000;0.51;31;TRUE;50;0;6;Two-Handed;Brown;multiple_bodies;FALSE;Water_3;;5120;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Tough Claws', 'Sniper', 'Pickpocket'];Tough Claws;Sniper;Pickpocket;;;
689;Barbaracle;rock;water;72;115;105;86;54;68;500;45;70;1000000;1.3;96;TRUE;50;0;6;Collective;Brown;multiple_bodies;FALSE;Water_3;;5120;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Tough Claws', 'Sniper', 'Pickpocket'];Tough Claws;Sniper;Pickpocket;;;
690;Skrelp;poison;water;50;60;60;60;60;30;320;225;70;1000000;0.51;7.3;TRUE;50;0;6;Mock Kelp;Brown;head_base;FALSE;Water_1;Dragon;5120;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;['Poison Point', 'Poison Touch', 'Adaptability'];Poison Point;Poison Touch;Adaptability;;;
691;Dragalge;poison;dragon;65;90;75;123;97;44;494;55;70;1000000;1.8;81.5;TRUE;50;0;6;Mock Kelp;Brown;head_base;FALSE;Water_1;Dragon;5120;0.5;1;2;0.5;1;0.5;0.5;1;1;0.25;2;2;1;0.5;2;1;1;0.5;['Poison Point', 'Poison Touch', 'Adaptability'];Poison Point;Poison Touch;Adaptability;;;
692;Clauncher;water;;50;62;53;63;58;44;330;225;70;1250000;0.51;8.3;TRUE;50;0;6;Water Gun;Blue;insectoid;FALSE;Water_1;Water_3;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Mega Launcher'];Mega Launcher;;;;;
693;Clawitzer;water;;71;88;73;89;120;59;500;55;70;1250000;1.3;35.3;TRUE;50;0;6;Howitzer;Blue;serpentine_body;FALSE;Water_1;Water_3;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Mega Launcher'];Mega Launcher;;;;;
694;Helioptile;electric;normal;44;33;38;43;61;70;289;190;70;1000000;0.51;6;TRUE;50;0;6;Generator;Yellow;bipedal_tailed;FALSE;Monster;Dragon;5120;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;['Dry Skin', 'Sand Veil', 'Solar Power'];Dry Skin;Sand Veil;Solar Power;;;
695;Heliolisk;electric;normal;62;52;55;94;109;109;481;75;70;1000000;0.99;21;TRUE;50;0;6;Generator;Yellow;bipedal_tailed;FALSE;Monster;Dragon;5120;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;['Dry Skin', 'Sand Veil', 'Solar Power'];Dry Skin;Sand Veil;Solar Power;;;
696;Tyrunt;rock;dragon;58;77;89;45;45;48;362;45;70;1000000;0.79;26;TRUE;88.1;0;6;Royal Heir;Brown;bipedal_tailed;FALSE;Monster;Dragon;7680;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;['Strong Jaw', 'Sturdy'];Strong Jaw;Sturdy;;;;
697;Tyrantrum;rock;dragon;82;119;121;59;69;71;521;45;70;1000000;2.49;270;TRUE;88.1;0;6;Despot;Red;bipedal_tailed;FALSE;Monster;Dragon;7680;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;['Strong Jaw', 'Rock Head'];Strong Jaw;Rock Head;;;;
698;Amaura;rock;ice;77;50;59;63;67;46;362;45;70;1000000;1.3;25.2;TRUE;88.1;0;6;Tundra;Blue;quadruped;FALSE;Monster;;7680;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;['Refrigerate', 'Snow Warning'];Refrigerate;Snow Warning;;;;
699;Aurorus;rock;ice;123;72;77;92;99;58;521;45;70;1000000;2.69;225;TRUE;88.1;0;6;Tundra;Blue;quadruped;FALSE;Monster;;7680;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;['Refrigerate', 'Snow Warning'];Refrigerate;Snow Warning;;;;
700;Sylveon;fairy;;95;65;65;130;110;60;525;45;70;1000000;0.99;23.5;TRUE;88.1;0;6;Intertwining;Pink;quadruped;FALSE;Field;;8960;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Cute Charm', 'Pixilate'];Cute Charm;Pixilate;;;;
701;Hawlucha;fighting;flying;78;75;92;63;74;118;500;100;70;1000000;0.79;21.5;TRUE;50;0;6;Wrestling;Green;bipedal_tailless;FALSE;Human-Like;;5120;0.25;0.5;1;2;2;0.5;1;2;1;0.5;0;2;1;1;2;1;1;1;['Limber', 'Unburden', 'Mold Breaker'];Limber;Unburden;Mold Breaker;;;
702;Dedenne;electric;fairy;67;57;58;67;81;101;431;180;70;1000000;0.2;2.2;TRUE;50;0;6;Antenna;Yellow;bipedal_tailed;FALSE;Field;Fairy;5120;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;['Cheek Pouch', 'Pickup', 'Plus'];Cheek Pouch;Pickup;Plus;;;
703;Carbink;rock;fairy;50;150;50;150;50;50;500;60;70;1250000;0.3;5.7;FALSE;;0;6;Jewel;Grey;head_only;FALSE;Fairy;Mineral;6400;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;['Clear Body', 'Sturdy'];Clear Body;Sturdy;;;;
704;Goomy;dragon;;45;35;50;75;55;40;300;45;35;1250000;0.3;2.8;TRUE;50;0;6;Soft Tissue;Purple;serpentine_body;FALSE;Dragon;;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Sap Sipper', 'Hydration', 'Gooey'];Sap Sipper;Hydration;Gooey;;;
705;Sliggoo;dragon;;68;53;75;113;83;60;452;45;35;1250000;0.79;17.5;TRUE;50;0;6;Soft Tissue;Purple;serpentine_body;FALSE;Dragon;;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Sap Sipper', 'Hydration', 'Gooey'];Sap Sipper;Hydration;Gooey;;;
706;Goodra;dragon;;90;70;100;150;110;80;600;45;35;1250000;2.01;150.5;TRUE;50;0;6;Dragon;Purple;bipedal_tailed;FALSE;Dragon;;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Sap Sipper', 'Hydration', 'Gooey'];Sap Sipper;Hydration;Gooey;;;
707;Klefki;steel;fairy;57;91;80;87;80;75;470;75;70;800000;0.2;3;TRUE;50;0;6;Key Ring;Grey;head_only;FALSE;Mineral;;5120;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;['Prankster', 'Magician'];Prankster;Magician;;;;
708;Phantump;ghost;grass;43;48;70;60;50;38;309;120;70;1000000;0.41;7;TRUE;50;0;6;Stump;Brown;head_arms;FALSE;Grass;Amorphous;5120;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;['Natural Cure', 'Frisk', 'Harvest'];Natural Cure;Frisk;Harvest;;;
709;Trevenant;ghost;grass;85;76;110;82;65;56;474;60;70;1000000;1.5;71;TRUE;50;0;6;Elder Tree;Brown;several_limbs;FALSE;Grass;Amorphous;5120;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;['Natural Cure', 'Frisk', 'Harvest'];Natural Cure;Frisk;Harvest;;;
710;Pumpkaboo;ghost;grass;59;70;66;55;44;41;335;120;70;1000000;0.41;5;TRUE;50;0;6;Pumpkin;Brown;head_only;FALSE;Amorphous;;5120;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;['Pickup', 'Frisk', 'Insomnia'];Pickup;Frisk;Insomnia;;;
711;Gourgeist;ghost;grass;85;122;100;75;58;54;494;60;70;1000000;1.7;39;TRUE;50;0;6;Pumpkin;Brown;head_base;FALSE;Amorphous;;5120;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;['Pickup', 'Frisk', 'Insomnia'];Pickup;Frisk;Insomnia;;;
712;Bergmite;ice;;55;85;69;35;32;28;304;190;70;1000000;0.99;99.5;TRUE;50;0;6;Ice Chunk;Blue;quadruped;FALSE;Monster;;5120;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Own Tempo', 'Ice Body', 'Sturdy'];Own Tempo;Ice Body;Sturdy;;;
713;Avalugg;ice;;95;184;117;46;44;28;514;55;70;1000000;2.01;505;TRUE;50;0;6;Iceberg;Blue;quadruped;FALSE;Monster;;5120;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Own Tempo', 'Ice Body', 'Sturdy'];Own Tempo;Ice Body;Sturdy;;;
714;Noibat;flying;dragon;40;35;30;40;45;55;245;190;70;1000000;0.51;8;TRUE;50;0;6;Sound Wave;Purple;two_wings;FALSE;Flying;;5120;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;['Frisk', 'Infiltrator', 'Telepathy'];Frisk;Infiltrator;Telepathy;;;
715;Noivern;flying;dragon;85;80;70;80;97;123;535;45;70;1000000;1.5;85;TRUE;50;0;6;Sound Wave;Purple;two_wings;FALSE;Flying;;5120;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;['Frisk', 'Infiltrator', 'Telepathy'];Frisk;Infiltrator;Telepathy;;;
716;Xerneas;fairy;;126;95;131;98;131;99;680;45;0;1250000;3;215;FALSE;;1;6;Life;Blue;quadruped;FALSE;Undiscovered;;30720;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Fairy Aura'];Fairy Aura;;;;;
717;Yveltal;dark;flying;126;95;131;98;131;99;680;45;0;1250000;5.79;203;FALSE;;1;6;Destruction;Red;two_wings;FALSE;Undiscovered;;30720;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;['Dark Aura'];Dark Aura;;;;;
718;Zygarde;dragon;ground;216;121;100;95;91;85;708;3;0;1250000;5;305;FALSE;;1;6;Order;Green;serpentine_body;FALSE;Undiscovered;;30720;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Aura Break', 'Power Construct'];Aura Break;Power Construct;;;;
719;Diancie;rock;fairy;50;110;160;110;160;110;700;3;70;1250000;0.71;8.8;FALSE;;1;6;Jewel;Pink;head_arms;TRUE;Undiscovered;;6400;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;['Clear Body'];Clear Body;;;;;
720;Hoopa;psychic;ghost;80;60;160;130;170;80;680;3;100;1250000;0.51;9;FALSE;;1;6;Mischief Pok̩mon (Confined)Djinn Pok̩monn ;Purple;head_only;FALSE;Undiscovered;;30720;1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1;['Magician'];Magician;;;;;
721;Volcanion;fire;water;80;120;110;90;130;70;600;3;100;1250000;1.7;195;FALSE;;1;6;Steam;Brown;quadruped;FALSE;Undiscovered;;30720;0.5;1;1;2;0.5;1;0.25;1;1;1;2;0.25;1;1;1;2;0.25;1;['Water Absorb'];Water Absorb;;;;;
722;Rowlet;grass;flying;68;55;55;50;50;42;320;45;70;1059860;0.3;1.5;;88.1;0;7;Grass Quill;;;;;;3840;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;['Overgrow', 'Long Reach'];Overgrow;Long Reach;;;;
723;Dartrix;grass;flying;78;75;75;70;70;52;420;45;70;1059860;0.7;16;;88.1;0;7;Blade Quill;;;;;;3840;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;['Overgrow', 'Long Reach'];Overgrow;Long Reach;;;;
724;Decidueye;grass;ghost;78;75;107;100;100;70;530;45;70;1059860;1.6;36.6;;88.1;0;7;Arrow Quill;;;;;;3840;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;['Overgrow', 'Long Reach'];Overgrow;Long Reach;;;;
725;Litten;fire;;45;40;65;40;60;70;320;45;70;1059860;0.4;4.3;;88.1;0;7;Fire Cat;;;;;;3840;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Intimidate'];Blaze;Intimidate;;;;
726;Torracat;fire;;65;50;85;50;80;90;420;45;70;1059860;0.7;25;;88.1;0;7;Fire Cat;;;;;;3840;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Intimidate'];Blaze;Intimidate;;;;
727;Incineroar;fire;dark;95;90;115;90;80;60;530;45;70;1059860;1.8;83;;88.1;0;7;Heel;;;;;;3840;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2;['Blaze', 'Intimidate'];Blaze;Intimidate;;;;
728;Popplio;water;;50;54;54;56;66;40;320;45;70;1059860;0.4;7.5;;88.1;0;7;Sea Lion;;;;;;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Liquid Voice'];Torrent;Liquid Voice;;;;
729;Brionne;water;;60;69;69;81;91;50;420;45;70;1059860;0.6;17.5;;88.1;0;7;Pop Star;;;;;;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Liquid Voice'];Torrent;Liquid Voice;;;;
730;Primarina;water;fairy;80;74;74;116;126;60;530;45;70;1059860;1.8;44;;88.1;0;7;Soloist;;;;;;3840;0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5;['Torrent', 'Liquid Voice'];Torrent;Liquid Voice;;;;
731;Pikipek;normal;flying;35;30;75;30;30;65;265;255;70;1000000;0.3;1.2;;50;0;7;Woodpecker;;;;;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Skill Link', 'Pickup'];Keen Eye;Skill Link;Pickup;;;
732;Trumbeak;normal;flying;55;50;85;50;40;75;355;120;70;1000000;0.6;14.8;;50;0;7;Bugle Beak;;;;;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Skill Link', 'Pickup'];Keen Eye;Skill Link;Pickup;;;
733;Toucannon;normal;flying;80;75;120;75;75;60;485;45;70;1000000;1.1;26;;50;0;7;Cannon;;;;;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Skill Link', 'Sheer Force'];Keen Eye;Skill Link;Sheer Force;;;
734;Yungoos;normal;;48;30;70;30;30;45;253;255;70;1000000;0.4;6;;50;0;7;Loitering;;;;;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Stakeout', 'Strong Jaw', 'Adaptability'];Stakeout;Strong Jaw;Adaptability;;;
735;Gumshoos;normal;;88;60;110;60;55;45;418;127;70;1000000;0.7;14.2;;50;0;7;Stakeout;;;;;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Stakeout', 'Strong Jaw', 'Adaptability'];Stakeout;Strong Jaw;Adaptability;;;
736;Grubbin;bug;;47;45;62;45;55;46;300;255;70;1000000;0.4;4.4;;50;0;7;Larva;;;;;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Swarm'];Swarm;;;;;
737;Charjabug;bug;electric;57;95;82;75;55;36;400;120;70;1000000;0.5;10.5;;50;0;7;Battery;;;;;;3840;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;['Battery'];Battery;;;;;
738;Vikavolt;bug;electric;77;90;70;75;145;43;500;45;70;1000000;1.5;45;;50;0;7;Stag Beetle;;;;;;3840;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;['Levitate'];Levitate;;;;;
739;Crabrawler;fighting;;47;57;82;47;42;63;338;225;70;1000000;0.6;7;;50;0;7;Boxing;;;;;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Hyper Cutter', 'Iron Fist', 'Anger Point'];Hyper Cutter;Iron Fist;Anger Point;;;
740;Crabominable;fighting;ice;97;77;132;67;62;43;478;60;70;1000000;1.7;180;;50;0;7;Woolly Crab;;;;;;5120;0.5;0.5;1;1;2;2;2;2;1;1;1;0.5;1;1;2;1;2;1;['Hyper Cutter', 'Iron Fist', 'Anger Point'];Hyper Cutter;Iron Fist;Anger Point;;;
741;Oricorio;fire;flying;75;70;70;70;98;93;476;45;70;1000000;0.6;3.4;;24.6;0;7;Dancing;;;;;;5120;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;['Dancer'];Dancer;;;;;
742;Cutiefly;bug;fairy;40;40;45;40;55;84;304;190;70;1000000;0.1;0.2;;50;0;7;Bee Fly;;;;;;5120;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;['Honey Gather', 'Shield Dust', 'Sweet Veil'];Honey Gather;Shield Dust;Sweet Veil;;;
743;Ribombee;bug;fairy;60;60;55;70;95;124;464;75;70;1000000;0.2;0.5;;50;0;7;Bee Fly;;;;;;5120;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;['Honey Gather', 'Shield Dust', 'Sweet Veil'];Honey Gather;Shield Dust;Sweet Veil;;;
744;Rockruff;rock;;45;40;65;40;30;60;280;190;70;1000000;0.5;9.2;;50;0;7;Puppy;;;;;;3840;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Keen Eye', 'Vital Spirit', 'Steadfast'];Keen Eye;Vital Spirit;Steadfast;;;
745;Lycanroc;rock;;85;75;115;75;55;82;487;90;70;1000000;1.1;25;;50;0;7;Wolf;;;;;;3840;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard'];Keen Eye;Sand Rush;Steadfast;Keen Eye;Vital Spirit;No Guard
746;Wishiwashi;water;;45;130;140;135;140;30;620;60;70;800000;0.2;0.3;;50;0;7;Small Fry;;;;;;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Schooling'];Schooling;;;;;
747;Mareanie;poison;water;50;62;53;52;43;45;305;190;70;1000000;0.4;8;;50;0;7;Brutal Star;;;;;;5120;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;['Merciless', 'Limber', 'Regenerator'];Merciless;Limber;Regenerator;;;
748;Toxapex;poison;water;50;152;63;142;53;35;495;75;70;1000000;0.7;14.5;;50;0;7;Brutal Star;;;;;;5120;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;['Merciless', 'Limber', 'Regenerator'];Merciless;Limber;Regenerator;;;
749;Mudbray;ground;;70;70;100;55;45;45;385;190;70;1000000;1;110;;50;0;7;Donkey;;;;;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Own Tempo', 'Stamina', 'Inner Focus'];Own Tempo;Stamina;Inner Focus;;;
750;Mudsdale;ground;;100;100;125;85;55;35;500;60;70;1000000;2.5;920;;50;0;7;Draft Horse;;;;;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Own Tempo', 'Stamina', 'Inner Focus'];Own Tempo;Stamina;Inner Focus;;;
751;Dewpider;water;bug;38;52;40;72;40;27;269;200;70;1000000;0.3;4;;50;0;7;Water Bubble;;;;;;3840;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;['Water Bubble', 'Water Absorb'];Water Bubble;Water Absorb;;;;
752;Araquanid;water;bug;68;92;70;132;50;42;454;100;70;1000000;1.8;82;;50;0;7;Water Bubble;;;;;;3840;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;['Water Bubble', 'Water Absorb'];Water Bubble;Water Absorb;;;;
753;Fomantis;grass;;40;35;55;35;50;35;250;190;70;1000000;0.3;1.5;;50;0;7;Sickle Grass;;;;;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Leaf Guard', 'Contrary'];Leaf Guard;Contrary;;;;
754;Lurantis;grass;;70;90;105;90;80;45;480;75;70;1000000;0.9;18.5;;50;0;7;Bloom Sickle;;;;;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Leaf Guard', 'Contrary'];Leaf Guard;Contrary;;;;
755;Morelull;grass;fairy;40;55;35;75;65;15;285;190;70;1000000;0.2;1.5;;50;0;7;Illuminating;;;;;;5120;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;['Illuminate', 'Effect Spore', 'Rain Dish'];Illuminate;Effect Spore;Rain Dish;;;
756;Shiinotic;grass;fairy;60;80;45;100;90;30;405;75;70;1000000;1;11.5;;50;0;7;Illuminating;;;;;;5120;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;['Illuminate', 'Effect Spore', 'Rain Dish'];Illuminate;Effect Spore;Rain Dish;;;
757;Salandit;poison;fire;48;40;44;40;71;77;320;120;70;1000000;0.6;4.8;;88.1;0;7;Toxic Lizard;;;;;;5120;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;['Corrosion', 'Oblivious'];Corrosion;Oblivious;;;;
758;Salazzle;poison;fire;68;60;64;60;111;117;480;45;70;1000000;1.2;22.2;;0;0;7;Toxic Lizard;;;;;;5120;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;['Corrosion', 'Oblivious'];Corrosion;Oblivious;;;;
759;Stufful;normal;fighting;70;50;75;50;45;50;340;140;70;1000000;0.5;6.8;;50;0;7;Flailing;;;;;;3840;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;['Fluffy', 'Klutz', 'Cute Charm'];Fluffy;Klutz;Cute Charm;;;
760;Bewear;normal;fighting;120;80;125;60;55;60;500;70;70;1000000;2.1;135;;50;0;7;Strong Arm;;;;;;3840;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;['Fluffy', 'Klutz', 'Unnerve'];Fluffy;Klutz;Unnerve;;;
